"","alcohol","sulfatos","ácido_cítrico","acidez_fija","calidad"
"683",9.8,0.54,0.31,8.5,5
"684",11.3,0.56,0.23,8.1,5
"685",9.4,0.48,0.32,9.8,5
"686",11.3,0.56,0.23,8.1,5
"687",9.1,0.6,0.18,7.1,5
"688",9.7,0.59,0.23,9.1,5
"689",9.4,0.47,0.04,7.7,5
"690",9.4,1.05,0.48,8.1,5
"691",10.7,0.54,0,7.4,3
"692",9.8,0.54,0.24,9.2,5
"693",9,1.17,0.51,8.6,5
"694",9.4,0.62,0.32,9,5
"695",9.4,0.61,0.31,9,5
"696",12.8,0.62,0.02,5.1,6
"697",9.5,0.67,0.02,7,6
"698",9.5,0.67,0.02,7,6
"699",9.7,0.53,0.28,9.4,5
"700",10.8,0.62,0.55,11.8,6
"701",10.1,0.57,0.43,10.6,6
"702",9.5,0.67,0.02,7,6
"703",9.4,0.67,0.02,7,6
"704",9.6,0.7,0.48,7.5,4
"705",9.7,0.54,0.04,9.1,4
"706",9.9,0.49,0.15,8.4,5
"707",10,0.47,0.08,7,5
"708",10.5,0.51,0.19,7.4,5
"709",11.6,0.61,0.12,7.8,6
"710",10,0.66,0.47,9.7,6
"711",10.1,0.57,0.43,10.6,5
"712",9.5,0.61,0.34,8.9,5
"713",9.4,0.45,0,8.7,5
"714",9.4,0.46,0.36,8,5
"715",9.8,0.51,0.28,9.9,5
"716",9.2,0.48,0.18,7.2,6
"717",9.4,0.46,0.36,8,5
"718",10,0.57,0.11,7.6,5
"719",9.6,0.44,0.04,8.4,5
"720",9.5,0.54,0,7.1,5
"721",9.6,0.44,0.04,8.4,5
"722",9.2,0.53,0.24,8.9,5
"723",10,0.59,0.08,7.6,5
"724",9.5,1.62,0.3,7.1,5
"725",11.2,0.6,0.1,7.5,4
"726",10.4,0.55,0.17,9,5
"727",11.1,0.72,0.09,8.1,6
"728",9.5,0.68,0.02,6.4,5
"729",9.5,0.68,0.02,6.4,5
"730",12.7,0.49,0.03,6.4,6
"731",9.6,0.67,0.66,9.5,5
"732",11.5,0.52,0.13,8.9,5
"733",9.6,0.47,0.03,7.3,5
"734",9.5,0.6,0.34,7,5
"735",9.3,0.62,0.2,7.7,5
"736",9.5,0.5,0.1,7.7,5
"737",9.5,0.5,0.1,7.7,5
"738",9.3,0.65,0,8.2,6
"739",9.2,0.56,0.23,9,5
"740",9.3,0.6,0,9,5
"741",11.5,0.68,0.29,8.3,6
"742",9.5,0.57,0.24,9.2,5
"743",9.2,0.65,0,6.5,5
"744",10,0.53,0.58,11.6,5
"745",9.5,0.51,0.54,11.1,5
"746",9.5,0.73,0.18,7.3,6
"747",9,0.47,0.38,8.2,6
"748",9.4,0.48,0.4,8.6,5
"749",9.6,0.72,0.18,7.2,6
"750",9.5,0.73,0.18,7.3,6
"751",9.5,0.55,0.1,8.3,5
"752",9.5,0.55,0.1,8.3,5
"753",9.4,0.61,0.13,7.6,5
"754",9.5,0.55,0.1,8.3,5
"755",9.1,1.06,0.68,7.8,6
"756",10.7,0.43,0.07,7.8,6
"757",11.2,0.46,0.01,6.3,6
"758",9.8,0.5,0,8.1,5
"759",9.8,0.5,0,8.1,5
"760",9.2,0.52,0.21,8.8,5
"761",9.7,0.57,0.25,9,5
"762",9.6,0.42,0.26,9.3,5
"763",10,0.53,0,8.8,6
"764",9.6,0.42,0.26,9.3,5
"765",9.5,0.55,0.11,9.1,6
"766",9.5,0.54,0.1,9.2,6
"767",9.4,0.54,0.18,8.8,5
"768",9.5,0.62,0.32,7.5,5
"769",9.7,0.53,0.02,7.1,6
"770",9.6,0.54,0.01,7.9,5
"771",9.7,0.53,0.02,7.1,6
"772",9.4,0.55,0.26,9.4,5
"773",9.4,0.55,0.27,9.5,5
"774",9.5,0.92,0.29,7.9,6
"775",9.5,0.91,0.3,7.9,6
"776",10,0.46,0,7.2,5
"777",10.3,0.6,0.18,6.9,6
"778",10.3,0.59,0.17,6.9,6
"779",10.5,0.61,0.3,8.3,5
"780",9.8,0.6,0.03,7.1,5
"781",9.4,0.6,0,7,6
"782",9.8,0.65,0.14,6.5,5
"783",10,0.53,0.05,9,5
"784",9.8,0.65,0.14,6.5,5
"785",9.8,0.59,0.01,7.1,5
"786",9.5,0.5,0.41,9.9,5
"787",9.5,0.5,0.41,9.9,5
"788",10.1,0.56,0.24,10,6
"789",10.1,0.56,0.24,10,6
"790",9.3,0.52,0.17,8.6,5
"791",9.7,0.68,0.43,7.4,6
"792",9.6,0.54,0.17,8.8,5
"793",9.7,0.6,0.02,7.1,6
"794",10.8,0.56,0,7.7,5
"795",12.5,0.53,0.54,10.1,6
"796",10.2,1.18,0.3,10.8,5
"797",9.6,0.74,0.31,8.7,5
"798",10.8,0.81,0.44,9.3,7
"799",10.7,0.52,0.34,9.4,6
"800",10.7,0.52,0.34,9.4,6
"801",9.4,0.51,0.08,7.2,5
"802",10,0.44,0.09,8.6,5
"803",12.9,0.94,0,5.1,7
"804",9.6,0.66,0.08,7.7,6
"805",9.9,0.57,0.22,8.4,6
"806",12.8,0.7,0.4,8.2,7
"807",12.5,0.71,0.39,8.4,7
"808",12.8,0.7,0.4,8.2,7
"809",9.2,0.86,0.12,7.4,5
"810",10.3,0.55,0.31,7.6,6
"811",10.5,0.47,0.1,7.3,5
"812",10.9,0.68,0.55,12.9,6
"813",10.8,0.71,0.33,10.8,5
"814",11.4,0.58,0.24,6.9,4
"815",11.3,0.76,0.54,12.6,6
"816",10.8,0.71,0.33,10.8,5
"817",10.5,0.58,0.19,9.8,6
"818",11.9,0.73,0.42,10.8,6
"819",9.4,0.45,0,7.1,5
"820",9.6,0.54,0.15,9.1,5
"821",9.7,0.6,0,7,5
"822",14,0.74,0,4.9,7
"823",9.8,0.64,0.13,6.7,5
"824",9.8,0.64,0.13,6.7,5
"825",10.3,0.53,0.28,7.1,5
"826",10.7,0.49,0.14,7.1,5
"827",11,0.64,0.34,7.5,7
"828",10.7,0.49,0.14,7.1,5
"829",12.7,0.74,0.09,7.8,8
"830",11.1,0.77,0.08,5.9,6
"831",10.9,0.55,0.07,7.5,4
"832",11.1,0.77,0.08,5.9,6
"833",9.9,0.86,0.42,10.4,3
"834",9.9,0.86,0.44,11.6,4
"835",9.4,0.47,0.26,8.8,5
"836",9.3,0.51,0.1,7.6,5
"837",11.7,0.39,0.28,6.7,7
"838",11.7,0.39,0.28,6.7,7
"839",11.2,0.83,0.35,10.1,7
"840",10,0.47,0.04,6,5
"841",12.1,0.77,0.47,11.1,7
"842",10.3,0.63,0,6.6,5
"843",10.9,0.72,0.45,10.6,6
"844",9.4,0.62,0.35,7.1,5
"845",10.6,0.83,0.46,9.9,6
"846",9.8,0.66,0.21,6.4,5
"847",9.8,0.66,0.21,6.4,5
"848",9.9,0.7,0.16,7.4,6
"849",9.8,0.66,0.21,6.4,5
"850",9.8,0.66,0.21,6.4,5
"851",9.5,0.55,0.44,9.3,5
"852",9.5,0.55,0.44,9.3,5
"853",9.7,1.07,0.32,8,5
"854",10.9,0.73,0.39,9.3,6
"855",10.9,0.73,0.39,9.3,6
"856",11.7,0.71,0.02,7.6,7
"857",10.9,0.73,0.39,9.3,6
"858",11.3,0.78,0.34,8.2,7
"859",10.6,0.67,0.47,11.7,7
"860",11.2,0.82,0.22,6.8,6
"861",9.5,0.54,0.06,7.2,5
"862",11.5,0.6,0.66,5.8,6
"863",10.4,0.44,0.32,7.5,5
"864",9.7,0.53,0.06,7.2,5
"865",9.5,0.54,0.06,7.2,5
"866",9.7,0.54,0.07,7.2,5
"867",11.3,0.83,0.22,6.8,6
"868",11.2,0.84,0.23,6.9,6
"869",11.2,0.82,0.22,6.8,6
"870",10.9,0.64,0.03,7.6,6
"871",11.8,0.57,0.01,7.7,6
"872",10.6,0.57,0.03,6.9,5
"873",10,0.54,0.24,7.3,4
"874",11.1,0.58,0.37,9.1,7
"875",11.8,0.65,0.46,10.4,7
"876",11.8,0.79,0.4,8.8,7
"877",10.9,0.58,0,7.1,4
"878",11.8,0.57,0.01,7.7,6
"879",10,0.5,0.19,8.8,6
"880",9.5,0.55,0.04,7.2,5
"881",9.9,0.49,0.18,9.2,5
"882",11.4,0.65,0,7.6,6
"883",12,0.78,0.29,8.4,6
"884",9.5,0.55,0.04,7.2,5
"885",10,0.5,0.19,8.8,6
"886",10.5,0.64,0.14,8.9,5
"887",10.4,0.65,0.12,9,6
"888",12.1,0.79,0.38,10.7,7
"889",11.2,0.56,0,6.8,6
"890",9.3,0.68,0.34,10.7,5
"891",10.1,0.58,0.24,7.2,5
"892",9.7,0.57,0.03,7.2,5
"893",9.3,0.65,0.23,10.1,6
"894",9.7,0.57,0.03,7.2,5
"895",9.8,0.58,0.03,7.2,6
"896",10.7,0.58,0.01,7.1,6
"897",12.5,0.77,0.39,8.3,7
"898",10.7,0.58,0.01,7.1,6
"899",12.5,0.77,0.39,8.3,7
"900",11,0.49,0.02,8.3,3
"901",11.8,0.69,0.36,8.9,5
"902",10.8,0.69,0.1,7.4,7
"903",10.8,0.69,0.1,7.4,7
"904",10.8,0.59,0.06,6.8,7
"905",10.8,0.59,0.06,6.8,7
"906",9.5,0.59,0.2,9.2,5
"907",11,0.71,0.27,7.2,5
"908",11.5,0.54,0,6.1,6
"909",10.8,0.59,0.13,7.4,6
"910",11.5,0.52,0.39,7.3,6
"911",13.2,0.57,0.48,9.3,6
"912",10.9,0.6,0.46,9.1,6
"913",12.2,0.62,0.44,10,6
"914",12.2,0.64,0.46,9.4,7
"915",11.5,0.52,0.39,7.3,6
"916",11.9,0.67,0.4,8.6,6
"917",11,0.61,0.19,5.3,5
"918",10.1,0.64,0.31,6.8,6
"919",11,0.72,0.32,8.4,6
"920",11.8,0.89,0.12,8.4,6
"921",10.5,0.56,0.37,9.6,5
"922",11,0.72,0.32,8.4,6
"923",11.8,0.89,0.12,8.4,6
"924",10.1,0.64,0.31,6.8,6
"925",11.2,0.8,0.27,8.6,5
"926",11,0.87,0.36,8.6,7
"927",10.2,0.9,0.33,9.4,6
"928",9.2,0.59,0.19,8.4,4
"929",11.2,0.8,0.27,8.6,5
"930",12,0.73,0.38,8.7,7
"931",10.5,0.73,0.01,6.6,5
"932",9.8,0.65,0.01,7.4,5
"933",9.5,0.59,0.29,7.6,6
"934",9.8,0.65,0.01,7.4,5
"935",10.5,0.73,0.01,6.6,5
"936",11.8,0.72,0.38,8.8,6
"937",11.8,0.72,0.38,8.8,6
"938",10.4,0.6,0.5,12,4
"939",12.9,0.72,0.38,7.2,7
"940",11.4,0.54,0.17,6.2,5
"941",12.4,0.76,0.52,9.6,7
"942",12.5,0.52,0.49,9.9,7
"943",10,0.64,0.4,10.1,7
"944",9.7,0.6,0.34,9.8,7
"945",12.1,0.64,0.49,8.3,7
"946",11.1,0.79,0.42,10.2,7
"947",12,0.99,0.58,10.2,7
"948",12.4,0.62,0.48,8.3,7
"949",11.9,0.76,0.45,8.9,7
"950",11.9,0.76,0.45,8.9,7
"951",11.9,0.76,0.45,8.9,7
"952",12.4,0.62,0.48,8.3,7
"953",11.2,0.68,0.4,8.2,7
"954",12.1,0.69,0.48,10.2,7
"955",12.2,0.54,0.4,7.6,6
"956",10.4,0.67,0.52,8.5,5
"957",11.3,0.62,0.52,9,6
"958",11.1,0.58,0.52,9.5,6
"959",11.3,0.71,0.12,6.4,7
"960",10,0.61,0.05,8,5
"961",11.1,0.85,0.27,8.5,6
"962",9.3,0.62,0.14,7.1,5
"963",9.5,0.69,0.02,6.6,5
"964",11.2,0.69,0.39,8.8,6
"965",11.1,0.85,0.27,8.5,6
"966",11,0.86,0.4,8.3,6
"967",11.9,0.58,0.41,9,7
"968",9.2,0.48,0.2,8.5,5
"969",12.2,0.6,0.43,9,6
"970",10.2,0.61,0.09,6.7,5
"971",10.9,0.87,0.48,10.4,6
"972",10.9,0.87,0.48,10.4,6
"973",11.6,0.65,0.5,10.1,7
"974",10.7,0.63,0.44,8.5,5
"975",12.1,0.62,0.41,8.8,7
"976",9.4,0.52,0.3,7.2,5
"977",9.4,0.52,0.3,7.2,5
"978",9.1,0.5,0.29,8.4,5
"979",11.3,0.49,0.32,7,7
"980",10.4,0.63,0.49,12.2,5
"981",10.5,0.71,0.3,9.1,6
"982",10,0.62,0.26,9.5,5
"983",12.9,0.82,0.32,7.3,6
"984",10.5,0.71,0.3,9.1,6
"985",10.4,0.63,0.49,12.2,5
"986",11.3,0.58,0,7.4,6
"987",11.4,0.55,0.39,9.8,7
"988",9.4,0.5,0.3,7.1,5
"989",9.4,0.49,0.12,7.7,5
"990",10.9,0.51,0.4,9.7,6
"991",9.4,0.49,0.12,7.7,5
"992",9.4,0.48,0.28,7.1,5
"993",9.4,0.48,0.1,6.5,6
"994",9.4,0.48,0.28,7.1,5
"995",9.4,0.43,0.45,10,5
"996",10.1,0.62,0.06,7.7,6
"997",12.8,0.63,0,5.6,7
"998",12.8,0.63,0,5.6,7
"999",9.1,0.48,0.34,8.9,6
"1000",12.9,0.53,0,6.4,6
"1001",11.5,0.72,0.3,7.5,7
"1002",10.6,0.82,0.38,9.9,7
"1003",11.7,0.84,0.33,9.1,7
"1004",12.8,0.55,0.32,6.8,7
"1005",10.3,0.54,0.29,8.2,5
"1006",12.8,0.55,0.32,6.8,7
"1007",11.7,0.84,0.33,9.1,7
"1008",11.7,0.84,0.34,9.1,7
"1009",12,0.7,0.4,8.9,7
"1010",10.9,0.68,0.36,9.6,5
"1011",12.3,0.55,0.45,8.9,7
"1012",10.4,0.55,0.31,8.9,6
"1013",10,0.48,0.15,7.7,5
"1014",10,0.58,0,7.5,6
"1015",11.2,0.58,0.16,8,6
"1016",11.4,0.84,0.46,10.5,6
"1017",12.6,0.75,0.4,8.9,7
"1018",12.7,0.44,0.37,8,6
"1019",12.7,0.44,0.37,8,6
"1020",10.4,0.61,0.14,7,5
"1021",11.9,0.53,0.66,11.3,6
"1022",11.9,0.53,0.66,11.3,6
"1023",10.5,0.54,0.09,7,5
"1024",12.3,0.55,0.42,8.2,6
"1025",10.5,0.56,0.01,7.7,7
"1026",10.4,0.6,0,8.6,6
"1027",12.6,0.56,0.32,7.9,6
"1028",11.6,0.52,0,6.4,5
"1029",10.1,0.54,0.21,7.2,6
"1030",10.5,0.56,0.01,7.7,7
"1031",11.5,0.55,0,7.1,7
"1032",11,0.58,0.01,7.3,7
"1033",9.6,0.53,0,8.1,5
"1034",10.4,0.59,0.08,7.5,6
"1035",9.7,0.47,0.18,8.9,6
"1036",10.6,0.65,0.34,10.1,7
"1037",12.5,0.59,0.34,7.6,7
"1038",9.2,0.56,0.1,7.3,5
"1039",12.6,0.77,0.41,8.7,7
"1040",11.1,0.83,0.21,8.9,6
"1041",10.2,0.67,0,7.4,5
"1042",9.8,0.64,0.19,6.9,6
"1043",11.1,0.83,0.21,8.9,6
"1044",10.9,0.81,0.41,9.5,7
"1045",12.2,0.62,0.33,6.4,6
"1046",11.4,0.58,0,6.9,6
"1047",10.7,0.62,0,7.6,6
"1048",10.4,0.64,0.17,7.1,5
"1049",10.9,0.78,0.36,9.3,6
"1050",10.8,0.77,0.36,9.3,6
"1051",10.4,0.64,0.17,7.1,5
"1052",9.2,1.34,0.59,8.5,5
"1053",12.9,0.55,0.05,5.6,5
"1054",12.7,0.77,0.42,8.3,7
"1055",9.1,0.62,0.27,8.2,6
"1056",9.1,0.62,0.27,8.2,6
"1057",12.1,0.59,0.53,8.9,7
"1058",9.1,0.57,0.25,7.6,5
"1059",11.6,0.76,0.57,9.9,7
"1060",12.1,0.59,0.53,8.9,7
"1061",9.9,0.7,0.57,11.6,6
"1062",12.5,0.69,0.5,9.1,8
"1063",11.4,0.64,0.44,8,6
"1064",11.8,0.63,0.65,10.2,6
"1065",11.8,0.57,0.09,8.2,6
"1066",10.2,0.6,0.18,7.7,6
"1067",12.5,0.72,0.08,6.6,7
"1068",10.9,0.83,0.53,11.1,7
"1069",10.9,0.83,0.53,11.1,7
"1070",10.8,0.62,0.35,8,5
"1071",11.1,0.89,0.45,9.3,7
"1072",9.2,0.58,0.2,7.5,5
"1073",9.5,0.58,0.26,7.2,6
"1074",10.7,0.58,0.33,8,6
"1075",9.2,0.58,0.2,7.5,5
"1076",10.2,0.86,0.34,9.1,7
"1077",11.4,0.73,0.56,9.9,6
"1078",11,0.58,0.65,8.6,5
"1079",11,0.58,0.65,8.6,5
"1080",12.3,0.51,0.68,7.9,7
"1081",11.8,0.51,0.56,10.3,6
"1082",12.3,0.51,0.68,7.9,7
"1083",9.5,0.59,0.3,7.2,6
"1084",12,0.77,0.45,8.7,6
"1085",9.5,0.59,0.3,7.2,6
"1086",9.6,0.49,0.08,6.8,5
"1087",11.6,0.66,0.4,8.5,7
"1088",11.2,0.69,0.42,7.9,6
"1089",9.9,0.76,0.54,11.6,7
"1090",9.9,0.76,0.54,11.6,7
"1091",11.8,0.63,0.54,10,8
"1092",11.4,0.6,0.42,7.9,6
"1093",11.5,0.59,0.09,7,6
"1094",12,0.86,0.36,9.2,7
"1095",10.8,0.49,0.09,6.6,6
"1096",10.5,0.5,0.47,9.4,5
"1097",10.8,0.49,0.09,6.6,6
"1098",9.4,0.52,0.38,8.6,5
"1099",12.5,0.81,0.45,8,7
"1100",9.4,0.52,0.38,8.6,5
"1101",12.4,0.78,0.42,8.4,6
"1102",12,0.63,0.27,7.4,6
"1103",11.2,0.54,0.09,6.1,6
"1104",12,0.63,0.27,7.4,6
"1105",12.4,0.66,0.34,8,6
"1106",12.8,0.6,0.28,6.3,5
"1107",12.3,0.54,0.42,8.2,6
"1108",11.7,0.85,0.41,9.1,7
"1109",9.5,0.49,0.1,8.1,5
"1110",10.8,0.76,0.43,10.8,6
"1111",10,0.64,0,8.3,6
"1112",12.3,0.64,0.27,5.4,7
"1113",11,0.71,0.41,7.9,6
"1114",9.5,0.59,0.39,8.9,6
"1115",13.6,0.66,0.5,5,6
"1116",11.3,0.6,0.07,7,6
"1117",11.3,0.6,0.07,7,6
"1118",11.3,0.6,0.07,7,6
"1119",13.3,0.53,0.12,7.1,6
"1120",12.9,0.58,0,5.6,5
"1121",13.1,0.72,0.34,7.9,8
"1122",12.3,0.55,0,6.6,6
"1123",12.3,0.48,0,6.3,6
"1124",11.2,0.65,0.37,10.7,6
"1125",11.5,0.62,0,6.5,4
"1126",11.3,0.59,0.35,8.8,7
"1127",13.5,0.54,0.26,5.8,6
"1128",11.5,0.6,0,6.3,6
"1129",10,0.68,0.33,10,5
"1130",10.5,0.69,0.35,10.5,6
"1131",10.4,0.63,0,9.1,6
"1132",9.5,0.44,0.21,5.9,5
"1133",13.6,0.88,0.34,7.4,7
"1134",11.2,0.68,0.07,7.2,7
"1135",11.8,0.74,0.35,8.5,7
"1136",11.9,0.6,0.43,8,6
"1137",11.4,0.76,0.45,10.4,6
"1138",11.4,0.76,0.45,10.4,6
"1139",9.1,0.58,0.15,7.5,5
"1140",9.5,0.64,0.24,8.2,6
"1141",9.5,0.65,0.3,7.3,6
"1142",11,0.85,0.32,8.2,6
"1143",11.4,0.65,0.11,6.9,6
"1144",10,0.82,0.3,7,6
"1145",10.1,0.62,0.23,7.3,5
"1146",10.4,0.81,0.43,8.2,6
"1147",9.8,0.87,0.12,7.8,6
"1148",11.8,0.49,0.45,10,7
"1149",11.6,0.66,0.42,7.8,6
"1150",12,0.52,0.47,10,6
"1151",12.8,0.76,0.32,8.2,7
"1152",12.5,0.65,0.23,6.1,6
"1153",9.8,0.53,0.25,8.3,5
"1154",11.1,0.66,0.35,9.6,6
"1155",11.4,0.68,0,6.6,6
"1156",9.8,0.53,0.25,8.3,5
"1157",11.8,0.76,0.51,8.5,7
"1158",12.9,0.87,0.18,5.1,7
"1159",10.6,1.16,0.43,6.7,6
"1160",10.8,0.67,0.43,10.2,5
"1161",11.1,0.72,0.57,10.6,7
"1162",10.2,0.75,0.43,8.8,6
"1163",11.8,0.71,0.42,8.5,7
"1164",10,0.67,0.24,9,5
"1165",10,0.67,0.24,9,5
"1166",9.4,1.1,0.5,8.5,5
"1167",10.2,0.98,0.26,9.9,5
"1168",12.4,0.88,0.39,8.2,7
"1169",12,0.56,0.27,6.5,6
"1170",11.5,0.62,0.29,7.6,6
"1171",10.5,0.67,0.34,9.2,6
"1172",10.8,0.68,0,7.1,6
"1173",12.3,0.74,0.46,9.7,6
"1174",9.5,0.62,0.31,7.6,6
"1175",9.5,0.62,0.31,7.6,6
"1176",11.5,0.7,0,6.5,6
"1177",11.2,0.5,0.03,6.5,4
"1178",12.7,0.66,0,7.1,7
"1179",11.4,0.73,0,5.6,5
"1180",11,0.81,0.33,8.2,6
"1181",11,0.81,0.33,8.2,6
"1182",11.4,0.46,0.43,9.8,5
"1183",10.5,0.86,0.4,10.2,6
"1184",9.3,0.6,0.07,6.8,5
"1185",10.9,0.7,0.23,6.7,5
"1186",11.9,0.46,0.3,7,6
"1187",12.2,0.5,0.03,6.6,5
"1188",11.9,0.46,0.3,7,6
"1189",10.9,0.7,0.23,6.7,5
"1190",9.6,0.44,0.05,8.8,4
"1191",12.5,0.57,0.57,9.1,6
"1192",10.8,0.51,0,6.5,5
"1193",12.4,0.8,0.37,7.2,7
"1194",10.8,0.51,0,6.4,5
"1195",9.5,0.59,0.12,7,6
"1196",9.5,0.6,0.22,6.2,6
"1197",9.5,0.58,0.23,7.9,6
"1198",9.8,0.54,0.21,7.7,6
"1199",10.9,0.79,0.26,7.7,6
"1200",9.5,0.58,0.23,7.9,6
"1201",9.8,0.54,0.21,7.7,6
"1202",11.2,0.54,0.36,7.9,7
"1203",11.7,0.69,0.39,8.6,8
"1204",9.4,0.55,0.19,9.9,5
"1205",11,0.85,0.46,7.2,7
"1206",11,0.85,0.46,7.2,7
"1207",11,0.85,0.46,7.2,7
"1208",10,0.94,0.55,9.9,5
"1209",11,0.85,0.46,7.2,7
"1210",11.2,0.87,0.43,6.2,7
"1211",10.4,0.62,0.02,6.8,6
"1212",9.3,0.62,0.15,6.6,5
"1213",10.4,0.62,0.02,6.8,6
"1214",10.5,0.75,0.42,9.6,6
"1215",10.4,0.48,0.46,10.2,6
"1216",11.3,0.56,0.46,8.8,6
"1217",9.5,0.69,0.31,7.9,6
"1218",12,0.81,0.37,8.2,6
"1219",10.6,0.69,0.31,8.2,6
"1220",10.9,0.83,0.4,9,6
"1221",11.5,0.77,0.52,10.9,6
"1222",11.5,0.77,0.52,10.9,6
"1223",9.6,0.46,0.22,8.1,6
"1224",12,0.76,0.47,10.5,6
"1225",10.3,0.82,0.49,12.6,6
"1226",9.4,0.51,0.23,9.2,5
"1227",9.2,0.47,0.03,7.5,5
"1228",9.6,0.72,0.25,9,5
"1229",13.6,0.73,0,5.1,7
"1230",9.5,0.64,0.29,7.6,5
"1231",11.8,0.78,0.34,7.7,6
"1232",10.8,0.62,0.01,7.8,5
"1233",9.5,0.64,0.29,7.6,5
"1234",9.3,0.49,0.37,10.2,4
"1235",12.8,0.4,0.01,7.1,6
"1236",11.5,0.56,0.32,6,4
"1237",9.4,0.64,0,7.8,6
"1238",12.8,0.4,0.01,7.1,6
"1239",9.6,0.46,0,8.1,4
"1240",11.8,0.56,0,6.5,4
"1241",9.3,0.4,0.2,7.5,5
"1242",9.8,0.59,0.39,9.8,5
"1243",12.2,0.6,0.41,9,6
"1244",9.5,0.62,0.22,8.3,5
"1245",10.3,0.54,0.25,5.9,6
"1246",10.5,0.68,0.19,7.4,5
"1247",10,0.48,0.07,7.4,5
"1248",10.5,0.68,0.19,7.4,5
"1249",11.1,0.75,0.33,6.9,6
"1250",10.9,0.61,0.01,7.1,6
"1251",10.9,0.61,0.01,7.1,6
"1252",9.8,0.59,0.14,7.5,5
"1253",9.8,0.58,0,7.1,5
"1254",9.5,0.58,0,7.9,5
"1255",10.9,0.69,0.06,7.8,5
"1256",11,0.45,0.02,6.1,5
"1257",9.2,0.42,0.22,7.5,5
"1258",11,0.7,0.28,7,6
"1259",11.3,0.63,0,6.8,6
"1260",11.3,0.63,0,6.8,6
"1261",9.3,1.15,0.68,8.6,5
"1262",11.2,0.55,0,6.3,4
"1263",9.8,0.58,0.38,9.8,5
"1264",9.6,0.46,0,8.2,4
"1265",11.8,0.72,0.32,8.5,6
"1266",10.3,0.6,0.05,7.2,6
"1267",10.3,0.6,0.05,7.2,6
"1268",11.4,0.87,0.5,10.4,6
"1269",9.5,0.55,0.31,6.9,6
"1270",14,0.82,0.03,5.5,8
"1271",14,0.75,0.01,5,6
"1272",11.7,0.57,0.2,7.3,6
"1273",11.2,0.53,0,5.9,5
"1274",9.3,0.43,0.2,7.5,5
"1275",11.2,0.53,0.13,7.8,6
"1276",9.5,0.54,0.22,8,6
"1277",12,0.56,0.4,8.5,4
"1278",9.7,0.6,0,7,6
"1279",9.5,0.54,0.22,8,6
"1280",11.5,0.57,0.39,9.8,7
"1281",10.4,0.64,0.2,7.1,6
"1282",10.4,0.64,0.2,7.1,6
"1283",10.9,0.68,0,7.9,6
"1284",10.2,0.63,0.28,8.7,6
"1285",10.9,0.56,0.19,7,5
"1286",10.5,0.57,0.5,11.3,5
"1287",12.4,0.54,0.44,7.1,6
"1288",13,0.37,0.08,8,5
"1289",10.2,1.17,0.3,7,5
"1290",10.2,1.17,0.3,7,5
"1291",11,0.59,0,7.6,5
"1292",10.9,0.75,0.1,8.2,6
"1293",12.4,0.67,0.13,5.9,6
"1294",9.7,0.49,0,7.5,4
"1295",10.9,0.75,0.1,8.2,6
"1296",9.5,0.45,0,6.6,5
"1297",9.5,0.45,0,6.6,5
"1298",12.1,0.61,0.14,7.2,6
"1299",12.2,0.56,0,5.7,6
"1300",10.9,0.4,0,7.6,3
"1301",12.5,0.61,0,5.2,6
"1302",11.7,0.74,0.07,6.7,6
"1303",11.2,0.8,0.32,9.1,6
"1304",11.2,0.66,0.44,8,5
"1305",9.2,0.44,0.21,7.6,5
"1306",9.8,0.53,0.26,7.5,5
"1307",10.1,0.62,0.32,9.7,5
"1308",11.1,0.52,0.09,6.8,4
"1309",10.1,0.62,0.32,9.7,5
"1310",9.2,0.61,0.1,7,5
"1311",9.8,0.53,0.26,7.5,5
"1312",12.8,0.59,0.15,6.5,6
"1313",10.5,0.47,0.21,8,5
"1314",10.1,0.54,0.21,7,6
"1315",10.1,0.53,0.21,7,6
"1316",9.8,0.58,0.27,7.5,6
"1317",12.5,0.59,0,5.4,6
"1318",11.9,0.69,0.46,9.9,6
"1319",9.8,0.58,0.27,7.5,6
"1320",9.1,1.33,0.68,9.1,6
"1321",10.1,0.66,0.34,9.7,5
"1322",12.5,0.59,0,5,6
"1323",11.4,0.55,0.42,9.1,5
"1324",11,0.82,0.39,9.1,7
"1325",10.6,0.6,0.24,6.7,6
"1326",10.6,0.6,0.24,6.7,6
"1327",10.6,0.6,0.24,6.7,6
"1328",10.6,0.6,0.24,6.7,6
"1329",9.3,0.52,0.11,6.5,5
"1330",9.8,0.56,0.26,7.4,6
"1331",9.8,0.56,0.26,7.4,6
"1332",9.2,0.46,0.26,7.8,5
"1333",9.7,0.43,0.1,8.4,6
"1334",9.6,0.51,0.22,9.1,5
"1335",10,0.52,0,7.2,5
"1336",12.6,0.66,0.02,6.6,6
"1337",9.5,0.45,0,6,5
"1338",9.5,0.45,0,6,5
"1339",9.5,0.45,0,6,5
"1340",10.5,0.54,0.02,7.5,6
"1341",10.5,0.54,0.02,7.5,6
"1342",10.5,0.54,0.02,7.5,6
"1343",10.4,0.51,0.02,7.6,6
"1344",10.5,0.54,0.02,7.5,6
"1345",11,0.53,0.48,11.5,5
"1346",10.2,0.53,0.24,8.2,6
"1347",11.4,0.56,0.01,6.1,5
"1348",9.5,0.39,0.03,7.2,5
"1349",9.5,0.39,0.03,7.2,5
"1350",10.8,0.52,0,6.9,5
"1351",10,0.57,0.29,9,5
